"age_band","records","deaths","complete_case_records","complete_case_deaths","baseline","survey","country"
"24-35",13701,84,13701,84,"regional_baseline","MW7AFL","MWI"
"36-47",13471,51,13471,51,"regional_baseline","MW7AFL","MWI"
"48-59",13379,44,13379,44,"regional_baseline","MW7AFL","MWI"
"<1",10659,233,10659,233,"previous_primary","MW81FL","MWI"
"1-5",10430,59,10430,59,"previous_primary","MW81FL","MWI"
"6-11",10342,37,10342,37,"previous_primary","MW81FL","MWI"
"12-23",9121,34,9121,34,"previous_primary","MW81FL","MWI"
"24-35",9226,31,9226,31,"previous_primary","MW81FL","MWI"
"36-47",9113,23,9113,23,"previous_primary","MW81FL","MWI"
"48-59",8851,15,8851,15,"previous_primary","MW81FL","MWI"
"<1",11819,263,10659,233,"eligible_MAP","MW81FL","MWI"
"1-5",10737,62,10430,59,"eligible_MAP","MW81FL","MWI"
"6-11",10481,37,10342,37,"eligible_MAP","MW81FL","MWI"
"12-23",9121,34,9121,34,"eligible_MAP","MW81FL","MWI"
"24-35",9226,31,9226,31,"eligible_MAP","MW81FL","MWI"
"36-47",9113,23,9113,23,"eligible_MAP","MW81FL","MWI"
"48-59",8851,15,8851,15,"eligible_MAP","MW81FL","MWI"
"<1",10659,233,10659,233,"regional_baseline","MW81FL","MWI"
"1-5",10430,59,10430,59,"regional_baseline","MW81FL","MWI"
"6-11",10342,37,10342,37,"regional_baseline","MW81FL","MWI"
"12-23",9121,34,9121,34,"regional_baseline","MW81FL","MWI"
"24-35",9226,31,9226,31,"regional_baseline","MW81FL","MWI"
"36-47",9113,23,9113,23,"regional_baseline","MW81FL","MWI"
"48-59",8851,15,8851,15,"regional_baseline","MW81FL","MWI"
"<1",639,16,0,0,"eligible_MAP","NM41FL","NAM"
"1-5",332,2,0,0,"eligible_MAP","NM41FL","NAM"
"6-11",295,4,0,0,"eligible_MAP","NM41FL","NAM"
"<1",4682,99,4682,99,"previous_primary","NM51FL","NAM"
"1-5",4228,58,4228,58,"previous_primary","NM51FL","NAM"
"6-11",3935,46,3935,46,"previous_primary","NM51FL","NAM"
"12-23",3368,43,3368,43,"previous_primary","NM51FL","NAM"
"24-35",3364,31,3364,31,"previous_primary","NM51FL","NAM"
"36-47",3291,14,3291,14,"previous_primary","NM51FL","NAM"
"48-59",3298,5,3298,5,"previous_primary","NM51FL","NAM"
"<1",4714,101,4685,99,"eligible_MAP","NM51FL","NAM"
"1-5",4247,58,4231,58,"eligible_MAP","NM51FL","NAM"
"6-11",3962,46,3937,46,"eligible_MAP","NM51FL","NAM"
"12-23",3389,43,3371,43,"eligible_MAP","NM51FL","NAM"
"24-35",3380,32,3367,32,"eligible_MAP","NM51FL","NAM"
"36-47",3309,14,3292,14,"eligible_MAP","NM51FL","NAM"
"48-59",3317,5,3299,5,"eligible_MAP","NM51FL","NAM"
"<1",4685,99,4685,99,"regional_baseline","NM51FL","NAM"
"1-5",4231,58,4231,58,"regional_baseline","NM51FL","NAM"
"6-11",3937,46,3937,46,"regional_baseline","NM51FL","NAM"
"12-23",3371,43,3371,43,"regional_baseline","NM51FL","NAM"
"24-35",3367,32,3367,32,"regional_baseline","NM51FL","NAM"
"36-47",3292,14,3292,14,"regional_baseline","NM51FL","NAM"
"48-59",3299,5,3299,5,"regional_baseline","NM51FL","NAM"
"<1",4369,94,4369,94,"previous_primary","NM61FL","NAM"
"1-5",3899,41,3899,41,"previous_primary","NM61FL","NAM"
"6-11",3679,25,3679,25,"previous_primary","NM61FL","NAM"
"12-23",3218,28,3218,28,"previous_primary","NM61FL","NAM"
"24-35",3114,12,3114,12,"previous_primary","NM61FL","NAM"
"36-47",2982,7,2982,7,"previous_primary","NM61FL","NAM"
"48-59",2920,2,2920,2,"previous_primary","NM61FL","NAM"
"<1",4371,94,4371,94,"eligible_MAP","NM61FL","NAM"
"1-5",3901,41,3901,41,"eligible_MAP","NM61FL","NAM"
"6-11",3681,25,3681,25,"eligible_MAP","NM61FL","NAM"
"12-23",3221,28,3221,28,"eligible_MAP","NM61FL","NAM"
"24-35",3115,12,3115,12,"eligible_MAP","NM61FL","NAM"
"36-47",2984,7,2984,7,"eligible_MAP","NM61FL","NAM"
"48-59",2922,2,2922,2,"eligible_MAP","NM61FL","NAM"
"<1",4371,94,4371,94,"regional_baseline","NM61FL","NAM"
"1-5",3901,41,3901,41,"regional_baseline","NM61FL","NAM"
"6-11",3681,25,3681,25,"regional_baseline","NM61FL","NAM"
"12-23",3221,28,3221,28,"regional_baseline","NM61FL","NAM"
"24-35",3115,12,3115,12,"regional_baseline","NM61FL","NAM"
"36-47",2984,7,2984,7,"regional_baseline","NM61FL","NAM"
"48-59",2922,2,2922,2,"regional_baseline","NM61FL","NAM"
"<1",7973,222,7973,222,"previous_primary","NI51FL","NER"
"1-5",6991,134,6991,134,"previous_primary","NI51FL","NER"
"6-11",6599,145,6599,145,"previous_primary","NI51FL","NER"
"12-23",5379,191,5379,191,"previous_primary","NI51FL","NER"
"24-35",5585,197,5585,197,"previous_primary","NI51FL","NER"
"36-47",5236,106,5236,106,"previous_primary","NI51FL","NER"
"48-59",5416,54,5416,54,"previous_primary","NI51FL","NER"
"<1",9211,271,7975,222,"eligible_MAP","NI51FL","NER"
"1-5",8218,156,6993,134,"eligible_MAP","NI51FL","NER"
"6-11",7806,173,6601,145,"eligible_MAP","NI51FL","NER"
"12-23",7024,288,5380,191,"eligible_MAP","NI51FL","NER"
"24-35",6833,244,5586,197,"eligible_MAP","NI51FL","NER"
"36-47",6548,130,5236,106,"eligible_MAP","NI51FL","NER"
"48-59",6513,66,5417,54,"eligible_MAP","NI51FL","NER"
"<1",7975,222,7975,222,"regional_baseline","NI51FL","NER"
"1-5",6993,134,6993,134,"regional_baseline","NI51FL","NER"
"6-11",6601,145,6601,145,"regional_baseline","NI51FL","NER"
"12-23",5380,191,5380,191,"regional_baseline","NI51FL","NER"
"24-35",5586,197,5586,197,"regional_baseline","NI51FL","NER"
"36-47",5236,106,5236,106,"regional_baseline","NI51FL","NER"
"48-59",5417,54,5417,54,"regional_baseline","NI51FL","NER"
"<1",12606,299,12606,299,"previous_primary","NI61FL","NER"
"1-5",11295,123,11295,123,"previous_primary","NI61FL","NER"
"6-11",10800,150,10800,150,"previous_primary","NI61FL","NER"
"12-23",9864,231,9864,231,"previous_primary","NI61FL","NER"
"24-35",9778,225,9778,225,"previous_primary","NI61FL","NER"
"36-47",9412,136,9412,136,"previous_primary","NI61FL","NER"
"48-59",9226,86,9226,86,"previous_primary","NI61FL","NER"
"<1",12629,299,12629,299,"eligible_MAP","NI61FL","NER"
"1-5",11316,123,11316,123,"eligible_MAP","NI61FL","NER"
"6-11",10824,150,10824,150,"eligible_MAP","NI61FL","NER"
"12-23",9884,231,9884,231,"eligible_MAP","NI61FL","NER"
"24-35",9797,226,9797,226,"eligible_MAP","NI61FL","NER"
"36-47",9427,136,9427,136,"eligible_MAP","NI61FL","NER"
"48-59",9243,86,9243,86,"eligible_MAP","NI61FL","NER"
"<1",12629,299,12629,299,"regional_baseline","NI61FL","NER"
"1-5",11316,123,11316,123,"regional_baseline","NI61FL","NER"
"6-11",10824,150,10824,150,"regional_baseline","NI61FL","NER"
"12-23",9884,231,9884,231,"regional_baseline","NI61FL","NER"
"24-35",9797,226,9797,226,"regional_baseline","NI61FL","NER"
"36-47",9427,136,9427,136,"regional_baseline","NI61FL","NER"
"48-59",9243,86,9243,86,"regional_baseline","NI61FL","NER"
"<1",3148,152,3148,152,"previous_primary","NG4BFL","NGA"
"1-5",2519,58,2519,58,"previous_primary","NG4BFL","NGA"
"6-11",2182,56,2182,56,"previous_primary","NG4BFL","NGA"
"12-23",1600,75,1600,75,"previous_primary","NG4BFL","NGA"
"24-35",1531,43,1531,43,"previous_primary","NG4BFL","NGA"
"36-47",1359,26,1359,26,"previous_primary","NG4BFL","NGA"
"48-59",1455,12,1455,12,"previous_primary","NG4BFL","NGA"
"<1",4280,198,3151,152,"eligible_MAP","NG4BFL","NGA"
"1-5",3608,75,2521,58,"eligible_MAP","NG4BFL","NGA"
"6-11",3268,87,2183,56,"eligible_MAP","NG4BFL","NGA"
"12-23",2733,121,1603,75,"eligible_MAP","NG4BFL","NGA"
"24-35",2552,65,1532,43,"eligible_MAP","NG4BFL","NGA"
"36-47",2274,44,1359,26,"eligible_MAP","NG4BFL","NGA"
"48-59",2282,17,1457,12,"eligible_MAP","NG4BFL","NGA"
"<1",3151,152,3151,152,"regional_baseline","NG4BFL","NGA"
"1-5",2521,58,2521,58,"regional_baseline","NG4BFL","NGA"
"6-11",2183,56,2183,56,"regional_baseline","NG4BFL","NGA"
"12-23",1603,75,1603,75,"regional_baseline","NG4BFL","NGA"
"24-35",1532,43,1532,43,"regional_baseline","NG4BFL","NGA"
"36-47",1359,26,1359,26,"regional_baseline","NG4BFL","NGA"
"48-59",1457,12,1457,12,"regional_baseline","NG4BFL","NGA"
"<1",28737,1127,28737,1127,"previous_primary","NG53FL","NGA"
"1-5",25372,466,25372,466,"previous_primary","NG53FL","NGA"
"6-11",24271,434,24271,434,"previous_primary","NG53FL","NGA"
"12-23",20567,720,20567,720,"previous_primary","NG53FL","NGA"
"24-35",20291,547,20291,547,"previous_primary","NG53FL","NGA"
"36-47",18971,288,18971,288,"previous_primary","NG53FL","NGA"
"48-59",18713,129,18713,129,"previous_primary","NG53FL","NGA"
"<1",28757,1127,28757,1127,"eligible_MAP","NG53FL","NGA"
"1-5",25389,466,25389,466,"eligible_MAP","NG53FL","NGA"
"6-11",24283,434,24283,434,"eligible_MAP","NG53FL","NGA"
"12-23",20579,722,20579,722,"eligible_MAP","NG53FL","NGA"
"24-35",20304,547,20304,547,"eligible_MAP","NG53FL","NGA"
"36-47",18981,288,18981,288,"eligible_MAP","NG53FL","NGA"
"48-59",18723,129,18723,129,"eligible_MAP","NG53FL","NGA"
"<1",28757,1127,28757,1127,"regional_baseline","NG53FL","NGA"
"1-5",25389,466,25389,466,"regional_baseline","NG53FL","NGA"
"6-11",24283,434,24283,434,"regional_baseline","NG53FL","NGA"
"12-23",20579,722,20579,722,"regional_baseline","NG53FL","NGA"
"24-35",20304,547,20304,547,"regional_baseline","NG53FL","NGA"
"36-47",18981,288,18981,288,"regional_baseline","NG53FL","NGA"
"48-59",18723,129,18723,129,"regional_baseline","NG53FL","NGA"
"<1",5955,232,0,0,"previous_primary","NG61FL","NGA"
"1-5",5363,93,0,0,"previous_primary","NG61FL","NGA"
"6-11",4979,84,0,0,"previous_primary","NG61FL","NGA"
"12-23",4247,110,0,0,"previous_primary","NG61FL","NGA"
"24-35",4085,93,0,0,"previous_primary","NG61FL","NGA"
"36-47",3792,37,0,0,"previous_primary","NG61FL","NGA"
"48-59",3467,14,0,0,"previous_primary","NG61FL","NGA"
"<1",6030,236,0,0,"eligible_MAP","NG61FL","NGA"
"1-5",5430,93,0,0,"eligible_MAP","NG61FL","NGA"
"6-11",5040,85,0,0,"eligible_MAP","NG61FL","NGA"
"12-23",4298,110,0,0,"eligible_MAP","NG61FL","NGA"
"24-35",4132,93,0,0,"eligible_MAP","NG61FL","NGA"
"36-47",3834,37,0,0,"eligible_MAP","NG61FL","NGA"
"48-59",3502,14,0,0,"eligible_MAP","NG61FL","NGA"
"<1",6030,236,0,0,"regional_baseline","NG61FL","NGA"
"1-5",5430,93,0,0,"regional_baseline","NG61FL","NGA"
"6-11",5040,85,0,0,"regional_baseline","NG61FL","NGA"
"12-23",4298,110,0,0,"regional_baseline","NG61FL","NGA"
"24-35",4132,93,0,0,"regional_baseline","NG61FL","NGA"
"36-47",3834,37,0,0,"regional_baseline","NG61FL","NGA"
"48-59",3502,14,0,0,"regional_baseline","NG61FL","NGA"
"<1",31849,1215,31849,1215,"previous_primary","NG6AFL","NGA"
"1-5",28681,442,28681,442,"previous_primary","NG6AFL","NGA"
"6-11",27133,443,27133,443,"previous_primary","NG6AFL","NGA"
"12-23",23251,614,23251,614,"previous_primary","NG6AFL","NGA"
"24-35",23075,453,23075,453,"previous_primary","NG6AFL","NGA"
"36-47",22049,264,22049,264,"previous_primary","NG6AFL","NGA"
"48-59",21653,117,21653,117,"previous_primary","NG6AFL","NGA"
"<1",31866,1215,31866,1215,"eligible_MAP","NG6AFL","NGA"
"1-5",28695,442,28695,442,"eligible_MAP","NG6AFL","NGA"
"6-11",27145,444,27145,444,"eligible_MAP","NG6AFL","NGA"
"12-23",23265,616,23265,616,"eligible_MAP","NG6AFL","NGA"
"24-35",23085,453,23085,453,"eligible_MAP","NG6AFL","NGA"
"36-47",22060,264,22060,264,"eligible_MAP","NG6AFL","NGA"
"48-59",21663,117,21663,117,"eligible_MAP","NG6AFL","NGA"
"<1",31866,1215,31866,1215,"regional_baseline","NG6AFL","NGA"
"1-5",28695,442,28695,442,"regional_baseline","NG6AFL","NGA"
"6-11",27145,444,27145,444,"regional_baseline","NG6AFL","NGA"
"12-23",23265,616,23265,616,"regional_baseline","NG6AFL","NGA"
"24-35",23085,453,23085,453,"regional_baseline","NG6AFL","NGA"
"36-47",22060,264,22060,264,"regional_baseline","NG6AFL","NGA"
"48-59",21663,117,21663,117,"regional_baseline","NG6AFL","NGA"
"<1",33934,1276,33934,1276,"previous_primary","NG7BFL","NGA"
"1-5",30487,418,30487,418,"previous_primary","NG7BFL","NGA"
"6-11",29789,459,29789,459,"previous_primary","NG7BFL","NGA"
"12-23",26001,594,26001,594,"previous_primary","NG7BFL","NGA"
"24-35",25845,608,25845,608,"previous_primary","NG7BFL","NGA"
"36-47",24903,279,24903,279,"previous_primary","NG7BFL","NGA"
"48-59",24313,170,24313,170,"previous_primary","NG7BFL","NGA"
"<1",33934,1276,33934,1276,"eligible_MAP","NG7BFL","NGA"
"1-5",30487,418,30487,418,"eligible_MAP","NG7BFL","NGA"
"6-11",29789,459,29789,459,"eligible_MAP","NG7BFL","NGA"
"12-23",26001,594,26001,594,"eligible_MAP","NG7BFL","NGA"
"24-35",25845,608,25845,608,"eligible_MAP","NG7BFL","NGA"
"36-47",24903,279,24903,279,"eligible_MAP","NG7BFL","NGA"
"48-59",24313,170,24313,170,"eligible_MAP","NG7BFL","NGA"
"<1",33934,1276,33934,1276,"regional_baseline","NG7BFL","NGA"
"1-5",30487,418,30487,418,"regional_baseline","NG7BFL","NGA"
"6-11",29789,459,29789,459,"regional_baseline","NG7BFL","NGA"
"12-23",26001,594,26001,594,"regional_baseline","NG7BFL","NGA"
"24-35",25845,608,25845,608,"regional_baseline","NG7BFL","NGA"
"36-47",24903,279,24903,279,"regional_baseline","NG7BFL","NGA"
"48-59",24313,170,24313,170,"regional_baseline","NG7BFL","NGA"
"<1",27147,1026,27147,1026,"previous_primary","NG8BFL","NGA"
"1-5",24816,247,24816,247,"previous_primary","NG8BFL","NGA"
"6-11",23970,262,23970,262,"previous_primary","NG8BFL","NGA"
"12-23",21543,373,21543,373,"previous_primary","NG8BFL","NGA"
"24-35",21684,312,21684,312,"previous_primary","NG8BFL","NGA"
"36-47",21331,184,21331,184,"previous_primary","NG8BFL","NGA"
"48-59",20954,91,20954,91,"previous_primary","NG8BFL","NGA"
"<1",27722,1054,27147,1026,"eligible_MAP","NG8BFL","NGA"
"1-5",24816,247,24816,247,"eligible_MAP","NG8BFL","NGA"
"6-11",23970,262,23970,262,"eligible_MAP","NG8BFL","NGA"
"12-23",21543,373,21543,373,"eligible_MAP","NG8BFL","NGA"
"24-35",21684,312,21684,312,"eligible_MAP","NG8BFL","NGA"
"36-47",21331,184,21331,184,"eligible_MAP","NG8BFL","NGA"
"48-59",20954,91,20954,91,"eligible_MAP","NG8BFL","NGA"
"<1",27147,1026,27147,1026,"regional_baseline","NG8BFL","NGA"
"1-5",24816,247,24816,247,"regional_baseline","NG8BFL","NGA"
"6-11",23970,262,23970,262,"regional_baseline","NG8BFL","NGA"
"12-23",21543,373,21543,373,"regional_baseline","NG8BFL","NGA"
"24-35",21684,312,21684,312,"regional_baseline","NG8BFL","NGA"
"36-47",21331,184,21331,184,"regional_baseline","NG8BFL","NGA"
"48-59",20954,91,20954,91,"regional_baseline","NG8BFL","NGA"
"<1",1240,47,0,0,"eligible_MAP","RW41FL","RWA"
"1-5",594,20,0,0,"eligible_MAP","RW41FL","RWA"
"6-11",362,5,0,0,"eligible_MAP","RW41FL","RWA"
"<1",7268,264,7268,264,"previous_primary","RW53FL","RWA"
"1-5",6362,148,6362,148,"previous_primary","RW53FL","RWA"
"6-11",5970,148,5970,148,"previous_primary","RW53FL","RWA"
"12-23",4846,135,4846,135,"previous_primary","RW53FL","RWA"
"24-35",4150,65,4150,65,"previous_primary","RW53FL","RWA"
"36-47",4276,44,4276,44,"previous_primary","RW53FL","RWA"
"48-59",4017,34,4017,34,"previous_primary","RW53FL","RWA"
"<1",8707,325,7274,264,"eligible_MAP","RW53FL","RWA"
"1-5",7737,177,6367,148,"eligible_MAP","RW53FL","RWA"
"6-11",7447,187,5975,148,"eligible_MAP","RW53FL","RWA"
"12-23",6374,176,4852,135,"eligible_MAP","RW53FL","RWA"
"24-35",5600,94,4153,65,"eligible_MAP","RW53FL","RWA"
"36-47",5409,66,4278,44,"eligible_MAP","RW53FL","RWA"
"48-59",5273,48,4020,34,"eligible_MAP","RW53FL","RWA"
"<1",7274,264,7274,264,"regional_baseline","RW53FL","RWA"
"1-5",6367,148,6367,148,"regional_baseline","RW53FL","RWA"
"6-11",5975,148,5975,148,"regional_baseline","RW53FL","RWA"
"12-23",4852,135,4852,135,"regional_baseline","RW53FL","RWA"
"24-35",4153,65,4153,65,"regional_baseline","RW53FL","RWA"
"36-47",4278,44,4278,44,"regional_baseline","RW53FL","RWA"
"48-59",4020,34,4020,34,"regional_baseline","RW53FL","RWA"
"<1",5525,161,5525,161,"previous_primary","RW5AFL","RWA"
"1-5",4987,75,4987,75,"previous_primary","RW5AFL","RWA"
"6-11",4765,76,4765,76,"previous_primary","RW5AFL","RWA"
"12-23",3998,70,3998,70,"previous_primary","RW5AFL","RWA"
"24-35",3808,40,3808,40,"previous_primary","RW5AFL","RWA"
"36-47",3694,30,3694,30,"previous_primary","RW5AFL","RWA"
"48-59",3551,15,3551,15,"previous_primary","RW5AFL","RWA"
"<1",5526,161,5526,161,"eligible_MAP","RW5AFL","RWA"
"1-5",4988,75,4988,75,"eligible_MAP","RW5AFL","RWA"
"6-11",4767,76,4767,76,"eligible_MAP","RW5AFL","RWA"
"12-23",4000,70,4000,70,"eligible_MAP","RW5AFL","RWA"
"24-35",3810,40,3810,40,"eligible_MAP","RW5AFL","RWA"
"36-47",3695,30,3695,30,"eligible_MAP","RW5AFL","RWA"
"48-59",3552,15,3552,15,"eligible_MAP","RW5AFL","RWA"
"<1",5526,161,5526,161,"regional_baseline","RW5AFL","RWA"
"1-5",4988,75,4988,75,"regional_baseline","RW5AFL","RWA"
"6-11",4767,76,4767,76,"regional_baseline","RW5AFL","RWA"
"12-23",4000,70,4000,70,"regional_baseline","RW5AFL","RWA"
"24-35",3810,40,3810,40,"regional_baseline","RW5AFL","RWA"
"36-47",3695,30,3695,30,"regional_baseline","RW5AFL","RWA"
"48-59",3552,15,3552,15,"regional_baseline","RW5AFL","RWA"
"<1",9095,247,9095,247,"previous_primary","RW61FL","RWA"
"1-5",8308,93,8308,93,"previous_primary","RW61FL","RWA"
"6-11",8068,94,8068,94,"previous_primary","RW61FL","RWA"
"12-23",7190,72,7190,72,"previous_primary","RW61FL","RWA"
"24-35",6992,45,6992,45,"previous_primary","RW61FL","RWA"
"36-47",6854,37,6854,37,"previous_primary","RW61FL","RWA"
"48-59",6570,20,6570,20,"previous_primary","RW61FL","RWA"
"<1",9095,247,9095,247,"eligible_MAP","RW61FL","RWA"
"1-5",8308,93,8308,93,"eligible_MAP","RW61FL","RWA"
"6-11",8068,94,8068,94,"eligible_MAP","RW61FL","RWA"
"12-23",7190,72,7190,72,"eligible_MAP","RW61FL","RWA"
"24-35",6992,45,6992,45,"eligible_MAP","RW61FL","RWA"
"36-47",6854,37,6854,37,"eligible_MAP","RW61FL","RWA"
"48-59",6570,20,6570,20,"eligible_MAP","RW61FL","RWA"
"<1",9095,247,9095,247,"regional_baseline","RW61FL","RWA"
"1-5",8308,93,8308,93,"regional_baseline","RW61FL","RWA"
"6-11",8068,94,8068,94,"regional_baseline","RW61FL","RWA"
"12-23",7190,72,7190,72,"regional_baseline","RW61FL","RWA"
"24-35",6992,45,6992,45,"regional_baseline","RW61FL","RWA"
"36-47",6854,37,6854,37,"regional_baseline","RW61FL","RWA"
"48-59",6570,20,6570,20,"regional_baseline","RW61FL","RWA"
"<1",7828,156,7828,156,"previous_primary","RW70FL","RWA"
"1-5",7127,46,7127,46,"previous_primary","RW70FL","RWA"
"6-11",6793,39,6793,39,"previous_primary","RW70FL","RWA"
"12-23",5954,34,5954,34,"previous_primary","RW70FL","RWA"
"24-35",6038,22,6038,22,"previous_primary","RW70FL","RWA"
"36-47",5865,17,5865,17,"previous_primary","RW70FL","RWA"
"48-59",6094,21,6094,21,"previous_primary","RW70FL","RWA"
"<1",7834,156,7834,156,"eligible_MAP","RW70FL","RWA"
"1-5",7133,46,7133,46,"eligible_MAP","RW70FL","RWA"
"6-11",6798,39,6798,39,"eligible_MAP","RW70FL","RWA"
"12-23",5958,34,5958,34,"eligible_MAP","RW70FL","RWA"
"24-35",6043,22,6043,22,"eligible_MAP","RW70FL","RWA"
"36-47",5871,17,5871,17,"eligible_MAP","RW70FL","RWA"
"48-59",6102,21,6102,21,"eligible_MAP","RW70FL","RWA"
"<1",7834,156,7834,156,"regional_baseline","RW70FL","RWA"
"1-5",7133,46,7133,46,"regional_baseline","RW70FL","RWA"
"6-11",6798,39,6798,39,"regional_baseline","RW70FL","RWA"
"12-23",5958,34,5958,34,"regional_baseline","RW70FL","RWA"
"24-35",6043,22,6043,22,"regional_baseline","RW70FL","RWA"
"36-47",5871,17,5871,17,"regional_baseline","RW70FL","RWA"
"48-59",6102,21,6102,21,"regional_baseline","RW70FL","RWA"
"<1",8121,155,8121,155,"previous_primary","RW81FL","RWA"
"1-5",7455,66,7455,66,"previous_primary","RW81FL","RWA"
"6-11",7262,37,7262,37,"previous_primary","RW81FL","RWA"
"12-23",6398,30,6398,30,"previous_primary","RW81FL","RWA"
"24-35",6178,17,6178,17,"previous_primary","RW81FL","RWA"
"36-47",5961,13,5961,13,"previous_primary","RW81FL","RWA"
"48-59",5763,14,5763,14,"previous_primary","RW81FL","RWA"
"<1",8121,155,8121,155,"eligible_MAP","RW81FL","RWA"
"1-5",7455,66,7455,66,"eligible_MAP","RW81FL","RWA"
"6-11",7262,37,7262,37,"eligible_MAP","RW81FL","RWA"
"12-23",6398,30,6398,30,"eligible_MAP","RW81FL","RWA"
"24-35",6178,17,6178,17,"eligible_MAP","RW81FL","RWA"
"36-47",5961,13,5961,13,"eligible_MAP","RW81FL","RWA"
"48-59",5763,14,5763,14,"eligible_MAP","RW81FL","RWA"
"<1",8121,155,8121,155,"regional_baseline","RW81FL","RWA"
"1-5",7455,66,7455,66,"regional_baseline","RW81FL","RWA"
"6-11",7262,37,7262,37,"regional_baseline","RW81FL","RWA"
"12-23",6398,30,6398,30,"regional_baseline","RW81FL","RWA"
"24-35",6178,17,6178,17,"regional_baseline","RW81FL","RWA"
"36-47",5961,13,5961,13,"regional_baseline","RW81FL","RWA"
"48-59",5763,14,5763,14,"regional_baseline","RW81FL","RWA"
"<1",9040,288,9040,288,"previous_primary","SN4AFL","SEN"
"1-5",7712,109,7712,109,"previous_primary","SN4AFL","SEN"
"6-11",7329,93,7329,93,"previous_primary","SN4AFL","SEN"
"12-23",6066,117,6066,117,"previous_primary","SN4AFL","SEN"
"24-35",5718,121,5718,121,"previous_primary","SN4AFL","SEN"
"36-47",5661,65,5661,65,"previous_primary","SN4AFL","SEN"
"48-59",5382,44,5382,44,"previous_primary","SN4AFL","SEN"
"<1",11017,368,9040,288,"eligible_MAP","SN4AFL","SEN"
"1-5",9596,131,7712,109,"eligible_MAP","SN4AFL","SEN"
"6-11",9208,127,7329,93,"eligible_MAP","SN4AFL","SEN"
"12-23",7879,141,6066,117,"eligible_MAP","SN4AFL","SEN"
"24-35",7637,163,5718,121,"eligible_MAP","SN4AFL","SEN"
"36-47",7395,88,5661,65,"eligible_MAP","SN4AFL","SEN"
"48-59",7196,61,5382,44,"eligible_MAP","SN4AFL","SEN"
"<1",9040,288,9040,288,"regional_baseline","SN4AFL","SEN"
"1-5",7712,109,7712,109,"regional_baseline","SN4AFL","SEN"
"6-11",7329,93,7329,93,"regional_baseline","SN4AFL","SEN"
"12-23",6066,117,6066,117,"regional_baseline","SN4AFL","SEN"
"24-35",5718,121,5718,121,"regional_baseline","SN4AFL","SEN"
"36-47",5661,65,5661,65,"regional_baseline","SN4AFL","SEN"
"48-59",5382,44,5382,44,"regional_baseline","SN4AFL","SEN"
"<1",15554,560,0,0,"previous_primary","SN5AFL","SEN"
"1-5",13635,194,0,0,"previous_primary","SN5AFL","SEN"
"6-11",13340,130,0,0,"previous_primary","SN5AFL","SEN"
"12-23",11810,144,0,0,"previous_primary","SN5AFL","SEN"
"24-35",11510,140,0,0,"previous_primary","SN5AFL","SEN"
"36-47",10800,79,0,0,"previous_primary","SN5AFL","SEN"
"48-59",10408,52,0,0,"previous_primary","SN5AFL","SEN"
"<1",15604,560,0,0,"eligible_MAP","SN5AFL","SEN"
"1-5",13681,194,0,0,"eligible_MAP","SN5AFL","SEN"
"6-11",13386,130,0,0,"eligible_MAP","SN5AFL","SEN"
"12-23",11855,145,0,0,"eligible_MAP","SN5AFL","SEN"
"24-35",11545,141,0,0,"eligible_MAP","SN5AFL","SEN"
"36-47",10833,79,0,0,"eligible_MAP","SN5AFL","SEN"
"48-59",10438,52,0,0,"eligible_MAP","SN5AFL","SEN"
"<1",15604,560,0,0,"regional_baseline","SN5AFL","SEN"
"1-5",13681,194,0,0,"regional_baseline","SN5AFL","SEN"
"6-11",13386,130,0,0,"regional_baseline","SN5AFL","SEN"
"12-23",11855,145,0,0,"regional_baseline","SN5AFL","SEN"
"24-35",11545,141,0,0,"regional_baseline","SN5AFL","SEN"
"36-47",10833,79,0,0,"regional_baseline","SN5AFL","SEN"
"48-59",10438,52,0,0,"regional_baseline","SN5AFL","SEN"
"<1",12367,372,12367,372,"previous_primary","SN61FL","SEN"
"1-5",10900,128,10900,128,"previous_primary","SN61FL","SEN"
"6-11",10365,78,10365,78,"previous_primary","SN61FL","SEN"
"12-23",8995,83,8995,83,"previous_primary","SN61FL","SEN"
"24-35",8933,86,8933,86,"previous_primary","SN61FL","SEN"
"36-47",8669,50,8669,50,"previous_primary","SN61FL","SEN"
"48-59",8507,27,8507,27,"previous_primary","SN61FL","SEN"
"<1",12367,372,12367,372,"eligible_MAP","SN61FL","SEN"
"1-5",10900,128,10900,128,"eligible_MAP","SN61FL","SEN"
"6-11",10365,78,10365,78,"eligible_MAP","SN61FL","SEN"
"12-23",8995,83,8995,83,"eligible_MAP","SN61FL","SEN"
"24-35",8933,86,8933,86,"eligible_MAP","SN61FL","SEN"
"36-47",8669,50,8669,50,"eligible_MAP","SN61FL","SEN"
"48-59",8507,27,8507,27,"eligible_MAP","SN61FL","SEN"
"<1",12367,372,12367,372,"regional_baseline","SN61FL","SEN"
"1-5",10900,128,10900,128,"regional_baseline","SN61FL","SEN"
"6-11",10365,78,10365,78,"regional_baseline","SN61FL","SEN"
"12-23",8995,83,8995,83,"regional_baseline","SN61FL","SEN"
"24-35",8933,86,8933,86,"regional_baseline","SN61FL","SEN"
"36-47",8669,50,8669,50,"regional_baseline","SN61FL","SEN"
"48-59",8507,27,8507,27,"regional_baseline","SN61FL","SEN"
"<1",6910,164,6910,164,"previous_primary","SN6DFL","SEN"
